Category,Fuel,Segment,Euro Standard,Technology,Pollutant,Mode,Road Slope,Load,Min Speed [km/h],Max Speed [km/h],Alpha,Beta,Gamma,Delta,Epsilon,Zita,Hta,Thita,Reduction Factor [%],Bio Reduction Factor [%],120,EF [g/km] or ECF [MJ/km]
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,NOx,,"-0,06",1,12,86,0,"0,018",3,"-1,66","0,001","0,005","0,18",0,"0,0%","0,0%",86,"0,2703"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,NOx,,"-0,04",0,12,86,0,"-0,015","1,238","6,29",0,"0,005","0,07",0,"0,0%","0,0%",86,"0,5539"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,NOx,,"-0,04","0,5",12,86,"-0,002","0,087","7,86","-0,11","0,001","0,042","0,17",0,"0,0%","0,0%",86,"0,3238"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,NOx,,"-0,04",1,12,86,"-0,002","0,088","8,648","-4,37","0,001","0,034","0,28",0,"0,0%","0,0%",86,"0,3388"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,NOx,,"-0,02",0,12,86,0,"-0,008","3,107","10,88",0,"0,011","0,12",0,"0,0%","0,0%",86,"2,8092"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,NOx,,"-0,02","0,5",12,86,"-0,001","0,12","8,627","16,28",0,"0,033","0,28",0,"0,0%","0,0%",86,"1,678"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,NOx,,"-0,02",1,12,86,0,"-0,012","0,931","-5,88",0,"0,003","-0,01",0,"0,0%","0,0%",86,"0,3282"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,NOx,,0,0,12,86,0,"0,042","3,617","16,15",0,"0,013","0,14",0,"0,0%","0,0%",86,"8,0772"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,NOx,,0,"0,5",12,86,0,"0,098","8,687","28,64",0,"0,022","0,29",0,"0,0%","0,0%",86,"9,3628"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,NOx,,0,1,12,86,"0,002","0,442","10,1","15,63",0,"0,031","0,23",0,"0,0%","0,0%",86,"10,515"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,NOx,,"0,02",0,12,86,0,"0,078","4,719","16,76",0,"0,012","0,16",0,"0,0%","0,0%",86,"15,3948"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,NOx,,"0,02","0,5",12,86,0,"0,033","1,566","3,57",0,"0,003","0,04",0,"0,0%","0,0%",86,"21,1241"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,NOx,,"0,02",1,12,84,0,"0,101","4,266","7,06",0,"0,006","0,1",0,"0,0%","0,0%",84,"26,1218"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,NOx,,"0,04",0,12,86,0,"0,086","4,052","9,71",0,"0,008","0,12",0,"0,0%","0,0%",86,"23,1097"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,NOx,,"0,04","0,5",12,75,"0,002","0,389","4,22","3,67",0,"0,015","0,05",0,"0,0%","0,0%",75,"31,5246"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,NOx,,"0,04",1,12,60,"0,008","-0,232","1,564","8,22",0,"-0,007","0,06",0,"0,0%","0,0%",60,"40,2589"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,NOx,,"0,06",0,12,81,0,"0,07","1,822","14,02",0,"0,003","0,08",0,"0,0%","0,0%",81,"29,2509"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,NOx,,"0,06","0,5",12,58,"0,01","1,158","2,668","4,63",0,"0,029","-0,01",0,"0,0%","0,0%",58,"41,609"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,NOx,,"0,06",1,12,45,"-0,037","1,692","3,827","2,52","-0,001","0,034",0,0,"0,0%","0,0%",45,"54,4564"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,VOC,,"-0,06",0,12,86,0,"-0,002","0,36","2,93",0,"0,017","0,14",0,"0,0%","0,0%",86,"0,1353"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,VOC,,"-0,06","0,5",12,86,0,"-0,001","0,295","2,4",0,"0,015","0,12",0,"0,0%","0,0%",86,"0,1318"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,VOC,,"-0,06",1,12,86,0,"-0,001","0,286","2,25",0,"0,015","0,12",0,"0,0%","0,0%",86,"0,13"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,VOC,,"-0,04",0,12,86,0,"0,035","2,117","-1,29","0,002","0,084","0,01",0,"0,0%","0,0%",86,"0,1553"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,VOC,,"-0,04","0,5",12,86,0,"0,036","2,155","-2,24","0,002","0,089","-0,03",0,"0,0%","0,0%",86,"0,1391"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,VOC,,"-0,04",1,12,86,0,"0,04","2,336","-3,55","0,003","0,099","-0,1",0,"0,0%","0,0%",86,"0,1352"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,VOC,,"-0,02",0,12,86,0,0,"1,993",0,0,"0,088","-0,08",0,"0,0%","0,0%",86,"0,3532"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,VOC,,"-0,02","0,5",12,86,0,"0,004","0,441","2,6",0,"0,018","0,1",0,"0,0%","0,0%",86,"0,2414"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,VOC,,"-0,02",1,12,86,0,"-0,001","0,366","2,89",0,"0,016","0,12",0,"0,0%","0,0%",86,"0,2004"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,VOC,,0,0,12,86,0,"0,045","0,967","-4,44","0,001","0,047","-0,23",0,"0,0%","0,0%",86,"0,4488"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,VOC,,0,"0,5",12,86,0,"0,054","1,222","-4,23","0,001","0,064","-0,29",0,"0,0%","0,0%",86,"0,4063"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,VOC,,0,1,12,86,0,"0,084","1,64","-6,07","0,002","0,103","-0,56",0,"0,0%","0,0%",86,"0,3988"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,VOC,,"0,02",0,12,86,0,"0,085","0,62","-3,82","0,002","0,033","-0,16",0,"0,0%","0,0%",86,"0,3486"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,VOC,,"0,02","0,5",12,86,0,"0,087","1,766","-6,17","0,002","0,1","-0,53",0,"0,0%","0,0%",86,"0,4197"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,VOC,,"0,02",1,12,84,0,"0,055","0,811","-3,93","0,001","0,06","-0,38",0,"0,0%","0,0%",84,"0,4647"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,VOC,,"0,04",0,12,86,"0,001","0,003","5,191",1,"0,001","0,147","0,2",0,"0,0%","0,0%",86,"0,4267"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,VOC,,"0,04","0,5",12,75,0,"0,117","1,544","-8,01","0,003","0,12","-0,83",0,"0,0%","0,0%",75,"0,5213"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,VOC,,"0,04",1,12,60,"0,001","0,182","2,866","-5,94","0,004","0,197","-0,86",0,"0,0%","0,0%",60,"0,6643"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,VOC,,"0,06",0,12,81,0,0,"4,017",0,"-0,001","0,174","-0,39",0,"0,0%","0,0%",81,"0,4976"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,VOC,,"0,06","0,5",12,58,"0,001","0,168","2,744","-5,43","0,003","0,176","-0,75",0,"0,0%","0,0%",58,"0,6835"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,VOC,,"0,06",1,12,45,0,"0,089","0,026","5,89","0,002","0,049","-0,14",0,"0,0%","0,0%",45,"0,9057"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,PM Exhaust,,"-0,06",0,12,86,0,"-0,003","0,304","2,55",0,"0,027","0,29",0,"0,0%","0,0%",86,"0,0964"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,PM Exhaust,,"-0,06","0,5",12,86,0,"-0,003","0,26",2,0,"0,021","0,26",0,"0,0%","0,0%",86,"0,0935"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,PM Exhaust,,"-0,06",1,12,86,0,"-0,006","0,522","3,63",0,"0,039","0,52",0,"0,0%","0,0%",86,"0,0918"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,PM Exhaust,,"-0,04",0,12,86,0,"-0,003","0,237","1,88",0,"0,018","0,21",0,"0,0%","0,0%",86,"0,1048"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,PM Exhaust,,"-0,04","0,5",12,86,0,"-0,013","1,063","6,99",0,"0,068","0,96",0,"0,0%","0,0%",86,"0,1"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,PM Exhaust,,"-0,04",1,12,86,0,"-0,006","0,555",3,0,"0,031","0,48",0,"0,0%","0,0%",86,"0,0966"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,PM Exhaust,,"-0,02",0,12,86,0,"0,067","1,587","-5,81","0,004","0,18","-0,78",0,"0,0%","0,0%",86,"0,1776"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,PM Exhaust,,"-0,02","0,5",12,86,0,"0,052","1,432","2,71","0,003","0,122","0,41",0,"0,0%","0,0%",86,"0,1538"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,PM Exhaust,,"-0,02",1,12,86,0,0,"1,966",0,"0,001","0,097","0,75",0,"0,0%","0,0%",86,"0,151"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,PM Exhaust,,0,0,12,86,0,"0,064","0,716","-4,64","0,002","0,127","-0,82",0,"0,0%","0,0%",86,"0,2675"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,PM Exhaust,,0,"0,5",12,86,0,"0,005","1,369","3,65","0,001","0,064","0,75",0,"0,0%","0,0%",86,"0,3294"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,PM Exhaust,,0,1,12,86,0,"-0,008","0,017","5,27","0,001","-0,041","0,71",0,"0,0%","0,0%",86,"0,3844"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,PM Exhaust,,"0,02",0,12,86,0,"0,004","0,488","3,45",0,"0,034","0,33",0,"0,0%","0,0%",86,"0,4149"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,PM Exhaust,,"0,02","0,5",12,86,0,"0,011","0,956","3,97",0,"0,052","0,56",0,"0,0%","0,0%",86,"0,4992"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,PM Exhaust,,"0,02",1,12,84,0,0,"2,748",0,"-0,001","0,087","1,11",0,"0,0%","0,0%",84,"0,6145"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,PM Exhaust,,"0,04",0,12,86,"0,001","0,225","2,151","0,23","0,004","0,395","-1,19",0,"0,0%","0,0%",86,"0,4858"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,PM Exhaust,,"0,04","0,5",12,75,0,"0,017","1,072","3,11",0,"0,048","0,57",0,"0,0%","0,0%",75,"0,6865"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,PM Exhaust,,"0,04",1,12,60,0,0,"3,424",0,"-0,001","0,072","1,45",0,"0,0%","0,0%",60,"0,908"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,PM Exhaust,,"0,06",0,12,81,0,"0,01","0,755","3,18",0,"0,04","0,41",0,"0,0%","0,0%",81,"0,6384"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,PM Exhaust,,"0,06","0,5",12,58,0,"0,053","0,827","3,15","0,001","0,061","0,37",0,"0,0%","0,0%",58,"0,9319"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,PM Exhaust,,"0,06",1,12,45,"0,004","0,49","-0,886","-6,24","0,006","0,295","-1,58",0,"0,0%","0,0%",45,"1,2293"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,FC,,"-0,06",0,12,86,0,"-0,018","4,704","-15,25","0,001","0,003","0,07",0,"0,0%","0,0%",86,"0,4355"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,FC,,"-0,06","0,5",12,86,0,"-0,021","4,413","-15,45","0,001","0,002","0,08",0,"0,0%","0,0%",86,"0,3956"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,FC,,"-0,06",1,12,86,0,"-0,027","4,8","-18,13","0,001","0,001","0,1",0,"0,0%","0,0%",86,"0,3811"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,FC,,"-0,04",0,12,86,0,"-0,026","2,074","11,59",0,"0,007","0,09",0,"0,0%","0,0%",86,"0,6414"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,FC,,"-0,04","0,5",12,86,0,"-0,017","1,241","5,27",0,"0,003","0,05",0,"0,0%","0,0%",86,"0,5356"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,FC,,"-0,04",1,12,86,0,"-0,025","1,718","5,71",0,"0,004","0,08",0,"0,0%","0,0%",86,"0,5166"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,FC,,"-0,02",0,12,86,0,"0,034","4,432","4,85",0,"0,019","0,02",0,"0,0%","0,0%",86,"3,3266"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,FC,,"-0,02","0,5",12,86,0,"-0,011","1,067","5,77",0,"0,002","0,04",0,"0,0%","0,0%",86,"2,1683"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,FC,,"-0,02",1,12,86,0,"-0,025","2,149","7,31",0,"0,004","0,07",0,"0,0%","0,0%",86,"1,974"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,FC,,0,0,12,86,0,"0,016","1,74","8,88",0,"0,005","0,05",0,"0,0%","0,0%",86,"8,715"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,FC,,0,"0,5",12,86,0,"0,042","4,05","3,87",0,"0,012","0,04",0,"0,0%","0,0%",86,"9,7842"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,FC,,0,1,12,86,0,"0,045","2,278","13,94",0,"0,004","0,08",0,"0,0%","0,0%",86,"10,9716"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,FC,,"0,02",0,12,86,0,"0,043","3,351","14,92",0,"0,008","0,08",0,"0,0%","0,0%",86,"14,311"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,FC,,"0,02","0,5",12,86,0,"0,088","5,759","22,02",0,"0,01","0,13",0,"0,0%","0,0%",86,"20,4573"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,FC,,"0,02",1,12,84,0,"0,165","8,857","24,17",0,"0,013","0,17",0,"0,0%","0,0%",84,"25,5629"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,FC,,"0,04",0,12,86,0,"0,069","3,717","9,31",0,"0,008","0,06",0,"0,0%","0,0%",86,"21,8645"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,FC,,"0,04","0,5",12,75,"0,008","0,535","5,741","12,37",0,"0,023","0,02",0,"0,0%","0,0%",75,"29,8687"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,FC,,"0,04",1,12,60,"0,042","5,099","13,02","-14,45","0,001","0,133","-0,27",0,"0,0%","0,0%",60,"38,3168"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,FC,,"0,06",0,12,81,"0,004","0,229","4,06","-23,6",0,"0,016","-0,08",0,"0,0%","0,0%",81,"27,9961"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,FC,,"0,06","0,5",12,58,"0,027","2,631","8,034","16,15","0,001","0,07","-0,09",0,"0,0%","0,0%",58,"39,7119"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,FC,,"0,06",1,12,45,"0,312","-2,941","-1,727","12,32","0,006","-0,084","0,22",0,"0,0%","0,0%",45,"52,6733"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,CH4,Urban Peak,,,10,130,0,0,175,0,0,0,1000,0,"0,0%","0,0%",120,"0,175"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,CH4,Urban Off Peak,,,10,130,0,0,175,0,0,0,1000,0,"0,0%","0,0%",120,"0,175"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,CH4,Rural,,,10,130,0,0,80,0,0,0,1000,0,"0,0%","0,0%",120,"0,08"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,CH4,Highway,,,10,130,0,0,70,0,0,0,1000,0,"0,0%","0,0%",120,"0,07"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,NH3,Urban Peak,,,10,130,0,0,"0,003",0,0,0,1,0,"0,0%","0,0%",120,"0,0029"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,NH3,Urban Off Peak,,,10,130,0,0,"0,003",0,0,0,1,0,"0,0%","0,0%",120,"0,0029"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,NH3,Rural,,,10,130,0,0,"0,003",0,0,0,1,0,"0,0%","0,0%",120,"0,0029"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,NH3,Highway,,,10,130,0,0,"0,003",0,0,0,1,0,"0,0%","0,0%",120,"0,0029"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,N2O,Urban Peak,,,10,130,0,0,"0,03",0,0,0,1,0,"0,0%","0,0%",120,"0,03"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,N2O,Urban Off Peak,,,10,130,0,0,"0,03",0,0,0,1,0,"0,0%","0,0%",120,"0,03"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,N2O,Rural,,,10,130,0,0,"0,03",0,0,0,1,0,"0,0%","0,0%",120,"0,03"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Conventional,,N2O,Highway,,,10,130,0,0,"0,03",0,0,0,1,0,"0,0%","0,0%",120,"0,03"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,CO,,"-0,06",0,12,86,0,"-0,003","1,094","-3,57",0,"0,026","-0,08",0,"0,0%","0,0%",86,"0,1051"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,CO,,"-0,06","0,5",12,86,0,"-0,006","0,479","2,96",0,"0,009","0,12",0,"0,0%","0,0%",86,"0,1101"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,CO,,"-0,06",1,12,86,0,"-0,012","0,925","2,47",0,"0,013","0,18",0,"0,0%","0,0%",86,"0,1275"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,CO,,"-0,04",0,12,86,0,"-0,008","0,762","4,74",0,"0,013","0,15",0,"0,0%","0,0%",86,"0,1956"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,CO,,"-0,04","0,5",12,86,0,"-0,008","0,612","2,57",0,"0,008","0,13",0,"0,0%","0,0%",86,"0,1612"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,CO,,"-0,04",1,12,86,0,"-0,034","2,358","5,33",0,"0,018","0,47",0,"0,0%","0,0%",86,"0,1638"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,CO,,"-0,02",0,12,86,0,"-0,002","1,155","6,37",0,"0,017","0,17",0,"0,0%","0,0%",86,"0,7913"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,CO,,"-0,02","0,5",12,86,0,"-0,007","1,209","4,05",0,"0,015","0,18",0,"0,0%","0,0%",86,"0,6179"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,CO,,"-0,02",1,12,86,0,"0,013","-0,338","8,09",0,"-0,016","0,25",0,"0,0%","0,0%",86,"0,6115"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,CO,,0,0,12,86,"0,001","0,342","-0,929","4,17","0,004","0,071","-0,58",0,"0,0%","0,0%",86,"1,133"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,CO,,0,"0,5",12,86,"0,001","-0,007","1,585","4,86",0,"0,009","0,29",0,"0,0%","0,0%",86,"1,5193"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,CO,,0,1,12,86,"0,001","-0,032","0,887","7,36",0,"-0,013","0,36",0,"0,0%","0,0%",86,"1,8868"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,CO,,"0,02",0,12,86,0,"0,012","1,661","9,12",0,"0,032","0,16",0,"0,0%","0,0%",86,"1,5195"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,CO,,"0,02","0,5",12,86,"0,005","-0,132","6,005","15,45","0,002","-0,027","1,33",0,"0,0%","0,0%",86,"2,1859"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,CO,,"0,02",1,12,85,"0,004","-0,216","6,018","12,09","0,001","-0,058","1,41",0,"0,0%","0,0%",85,"2,5793"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,CO,,"0,04",0,12,86,0,"0,029","2,928","-10,64",0,"0,061","-0,21",0,"0,0%","0,0%",86,"2,2255"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,CO,,"0,04","0,5",12,77,"-0,001","0,03","1,107","-8,91",0,"0,022","-0,11",0,"0,0%","0,0%",77,"2,5507"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,CO,,"0,04",1,12,62,"-0,003","0,559","11,024","3,92","0,001","0,113","1,13",0,"0,0%","0,0%",62,"2,9731"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,CO,,"0,06",0,12,83,"0,002","0,308","0,667","16,87","0,001","0,095","-0,2",0,"0,0%","0,0%",83,"2,4132"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,CO,,"0,06","0,5",12,60,"-0,003","0,707","7,45","1,59","0,001","0,128","0,76",0,"0,0%","0,0%",60,"3,0995"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,CO,,"0,06",1,12,46,"-0,004","0,166","4,336","-24,38","-0,001","0,068","-0,19",0,"0,0%","0,0%",46,"3,8951"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,NOx,,"-0,06",0,12,86,0,"-0,009","1,202","-4,25",0,"0,011","-0,04",0,"0,0%","0,0%",86,"0,2183"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,NOx,,"-0,06","0,5",12,86,0,"-0,004","0,309","2,4",0,"0,003","0,03",0,"0,0%","0,0%",86,"0,2224"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,NOx,,"-0,06",1,12,86,0,"-0,003","2,126","-7,87","0,001","0,006","0,06",0,"0,0%","0,0%",86,"0,2894"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,NOx,,"-0,04",0,12,86,"-0,001","0,035","2,878","1,77",0,"0,024","0,05",0,"0,0%","0,0%",86,"0,338"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,NOx,,"-0,04","0,5",12,86,"-0,001","0,049","4,124","-0,61","0,001","0,03","0,1",0,"0,0%","0,0%",86,"0,2771"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,NOx,,"-0,04",1,12,86,"-0,001","0,064","6,001","-3,39","0,001","0,033","0,23",0,"0,0%","0,0%",86,"0,2848"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,NOx,,"-0,02",0,12,86,0,"-0,004","2,391","8,19",0,"0,014","0,11",0,"0,0%","0,0%",86,"1,9152"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,NOx,,"-0,02","0,5",12,86,0,"-0,024","2,052","7,58",0,"0,006","0,14",0,"0,0%","0,0%",86,"1,2994"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,NOx,,"-0,02",1,12,86,0,"-0,023","1,771","-11,67",0,"0,008","-0,04",0,"0,0%","0,0%",86,"0,178"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,NOx,,0,0,12,86,0,"0,03","2,671","12,59",0,"0,014","0,14",0,"0,0%","0,0%",86,"5,8003"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,NOx,,0,"0,5",12,86,"0,001","0,102","8,655","15,91",0,"0,029","0,33",0,"0,0%","0,0%",86,"6,6372"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,NOx,,0,1,12,86,"0,003","0,547","8,769","9,79","0,001","0,046","0,22",0,"0,0%","0,0%",86,"7,2263"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,NOx,,"0,02",0,12,86,0,"0,077","4,531","14,89",0,"0,016","0,2",0,"0,0%","0,0%",86,"10,7405"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,NOx,,"0,02","0,5",12,86,"0,001","0,869","16,938","41,75",0,"0,076","0,52",0,"0,0%","0,0%",86,"13,2445"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,NOx,,"0,02",1,12,85,0,"0,068","3,188","5,47",0,"0,006","0,1",0,"0,0%","0,0%",85,"16,5592"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,NOx,,"0,04",0,12,86,"0,006","0,515","4,922","26,72",0,"0,037","0,16",0,"0,0%","0,0%",86,"14,4131"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,NOx,,"0,04","0,5",12,77,0,"0,211","8,22","12,29",0,"0,015","0,24",0,"0,0%","0,0%",77,"20,6244"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,NOx,,"0,04",1,12,62,"0,005","0,565","-0,262","-8,76",0,"0,021","-0,09",0,"0,0%","0,0%",62,"25,8917"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,NOx,,"0,06",0,12,83,0,"0,032","0,71","3,87",0,"0,002","0,03",0,"0,0%","0,0%",83,"18,7822"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,NOx,,"0,06","0,5",12,60,"0,012","1,332","3,109","1,81",0,"0,05","-0,06",0,"0,0%","0,0%",60,"27,028"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,NOx,,"0,06",1,12,46,"-0,021","0,943","2,896","1,07","-0,001","0,03","-0,01",0,"0,0%","0,0%",46,"35,2241"
