Category,Fuel,Segment,Euro Standard,Technology,Pollutant,Mode,Road Slope,Load,Min Speed [km/h],Max Speed [km/h],Alpha,Beta,Gamma,Delta,Epsilon,Zita,Hta,Thita,Reduction Factor [%],Bio Reduction Factor [%],120,EF [g/km] or ECF [MJ/km]
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,VOC,,"-0,06",0,12,86,0,"0,011","0,579","-2,92","0,001","0,03","-0,16",0,"0,0%","0,0%",86,"0,0791"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,VOC,,"-0,06","0,5",12,86,0,"-0,003","0,455","4,14",0,"0,03","0,27",0,"0,0%","0,0%",86,"0,08"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,VOC,,"-0,06",1,12,86,0,"-0,004","0,584","4,75",0,"0,039","0,33",0,"0,0%","0,0%",86,"0,0785"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,VOC,,"-0,04",0,12,86,0,"0,034","2,092","-3,25","0,003","0,102","-0,11",0,"0,0%","0,0%",86,"0,1017"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,VOC,,"-0,04","0,5",12,86,0,"0,031","1,984","-2,42","0,003","0,102","-0,06",0,"0,0%","0,0%",86,"0,0868"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,VOC,,"-0,04",1,12,86,0,"0,03","1,942","-2,03","0,003","0,104","-0,04",0,"0,0%","0,0%",86,"0,0828"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,VOC,,"-0,02",0,12,86,0,0,"2,142",0,0,"0,121","-0,14",0,"0,0%","0,0%",86,"0,2804"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,VOC,,"-0,02","0,5",12,86,0,0,"1,981",0,0,"0,102","-0,03",0,"0,0%","0,0%",86,"0,1892"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,VOC,,"-0,02",1,12,86,0,"-0,002","0,261","1,94",0,"0,012","0,11",0,"0,0%","0,0%",86,"0,1509"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,VOC,,0,0,12,86,0,"0,066","1,21","-5,88","0,002","0,083","-0,43",0,"0,0%","0,0%",86,"0,39"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,VOC,,0,"0,5",12,86,0,"0,061","1,16","-5,37","0,002","0,079","-0,4",0,"0,0%","0,0%",86,"0,3738"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,VOC,,0,1,12,86,0,"0,157","1,293","-3,34","0,004","0,135","-0,67",0,"0,0%","0,0%",86,"0,3789"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,VOC,,"0,02",0,12,86,0,"0,064","1,014","-7,52","0,002","0,064","-0,41",0,"0,0%","0,0%",86,"0,4055"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,VOC,,"0,02","0,5",12,86,0,"0,003","0,53","3,24",0,"0,025","0,14",0,"0,0%","0,0%",86,"0,5551"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,VOC,,"0,02",1,12,85,0,"0,003","0,328","3,94",0,"0,013","0,2",0,"0,0%","0,0%",85,"0,6543"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,VOC,,"0,04",0,12,86,0,0,"3,472",0,"-0,001","0,147","0,03",0,"0,0%","0,0%",86,"0,5751"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,VOC,,"0,04","0,5",12,77,0,"0,078","0,497","5,68","0,001","0,074","-0,14",0,"0,0%","0,0%",77,"0,6811"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,VOC,,"0,04",1,12,62,0,"0,012","1,098","5,35",0,"0,041","0,32",0,"0,0%","0,0%",62,"0,9237"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,VOC,,"0,06",0,12,83,0,"0,006","0,899","5,76",0,"0,041","0,2",0,"0,0%","0,0%",83,"0,684"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,VOC,,"0,06","0,5",12,60,0,"0,01","0,905","4,28",0,"0,033","0,25",0,"0,0%","0,0%",60,"0,9288"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,VOC,,"0,06",1,12,46,"0,002","0,279","1,979","3,96","0,003","0,228","-0,57",0,"0,0%","0,0%",46,"1,2348"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,PM Exhaust,,"-0,06",0,12,86,0,"-0,002","0,448","3,02",0,"0,049","0,3",0,"0,0%","0,0%",86,"0,0546"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,PM Exhaust,,"-0,06","0,5",12,86,0,"-0,003","0,425","3,34",0,"0,047","0,39",0,"0,0%","0,0%",86,"0,0514"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,PM Exhaust,,"-0,06",1,12,86,0,"-0,003","0,4","2,87",0,"0,042","0,39",0,"0,0%","0,0%",86,"0,0502"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,PM Exhaust,,"-0,04",0,12,86,0,"-0,002","0,398","5,46",0,"0,04","0,51",0,"0,0%","0,0%",86,"0,0694"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,PM Exhaust,,"-0,04","0,5",12,86,0,"-0,003","0,352","2,36",0,"0,03","0,31",0,"0,0%","0,0%",86,"0,0602"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,PM Exhaust,,"-0,04",1,12,86,0,"-0,004","0,405","2,16",0,"0,029","0,37",0,"0,0%","0,0%",86,"0,0555"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,PM Exhaust,,"-0,02",0,12,86,0,"0,057","1,033","-4,1","0,004","0,17","-1,04",0,"0,0%","0,0%",86,"0,1648"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,PM Exhaust,,"-0,02","0,5",12,86,0,"0,054","1,902","-3,63","0,005","0,203","-0,51",0,"0,0%","0,0%",86,"0,1284"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,PM Exhaust,,"-0,02",1,12,86,0,"-0,006","0,423","2,64",0,"0,024","0,42",0,"0,0%","0,0%",86,"0,1067"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,PM Exhaust,,0,0,12,86,0,"0,059","0,941","-4,32","0,003","0,153","-0,93",0,"0,0%","0,0%",86,"0,1929"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,PM Exhaust,,0,"0,5",12,86,0,"0,004","0,764","4,98",0,"0,066","0,53",0,"0,0%","0,0%",86,"0,2372"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,PM Exhaust,,0,1,12,86,0,"-0,004","0,011","2,91","0,001","-0,024","0,44",0,"0,0%","0,0%",86,"0,2999"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,PM Exhaust,,"0,02",0,12,86,0,"0,003","0,447","2,83",0,"0,043","0,24",0,"0,0%","0,0%",86,"0,2762"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,PM Exhaust,,"0,02","0,5",12,86,0,0,"3,151",0,"-0,002","0,217","0,84",0,"0,0%","0,0%",86,"0,4572"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,PM Exhaust,,"0,02",1,12,85,"0,001","-0,031","1,292","3,43","0,002","-0,033","1,4",0,"0,0%","0,0%",85,"0,533"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,PM Exhaust,,"0,04",0,12,86,0,"0,013","1,637","5,92","-0,001","0,167","0,41",0,"0,0%","0,0%",86,"0,4244"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,PM Exhaust,,"0,04","0,5",12,77,0,"0,012","0,335","4,8",0,"0,027","0,5",0,"0,0%","0,0%",77,"0,6188"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,PM Exhaust,,"0,04",1,12,62,"0,001","-0,056","3,965","1,74","0,001","-0,002","2,86",0,"0,0%","0,0%",62,"0,8098"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,PM Exhaust,,"0,06",0,12,83,0,"0,001","0,076","3,4",0,0,"0,36",0,"0,0%","0,0%",83,"0,59"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,PM Exhaust,,"0,06","0,5",12,60,0,"0,058","2,173","3,43",0,"0,111","1,46",0,"0,0%","0,0%",60,"0,8242"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,PM Exhaust,,"0,06",1,12,46,"0,005","0,335","-3,289","-2,51","0,007","0,178","-2,27",0,"0,0%","0,0%",46,"1,0885"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,FC,,"-0,06",0,12,86,0,"-0,047","3,245","26,19",0,"0,016","0,25",0,"0,0%","0,0%",86,"0,2532"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,FC,,"-0,06","0,5",12,86,0,"-0,028","1,851","12,05",0,"0,008","0,14",0,"0,0%","0,0%",86,"0,2296"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,FC,,"-0,06",1,12,86,0,"-0,02","4,116","-16,22","0,001","0,002","0,1",0,"0,0%","0,0%",86,"0,345"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,FC,,"-0,04",0,12,86,0,"-0,046","3,631","18,67",0,"0,014","0,19",0,"0,0%","0,0%",86,"0,5346"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,FC,,"-0,04","0,5",12,86,0,"-0,097","6,882","25,03",0,"0,019","0,37",0,"0,0%","0,0%",86,"0,4619"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,FC,,"-0,04",1,12,86,"0,001","-0,18","12,329","32,99",0,"0,027","0,65",0,"0,0%","0,0%",86,"0,4534"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,FC,,"-0,02",0,12,86,0,"0,117","3,9","-1,8","0,001","0,019","0,01",0,"0,0%","0,0%",86,"2,4963"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,FC,,"-0,02","0,5",12,86,0,"-0,013","1,22","5,87",0,"0,003","0,06",0,"0,0%","0,0%",86,"1,8498"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,FC,,"-0,02",1,12,86,0,"-0,047","3,355","-25,03",0,"0,01","-0,07",0,"0,0%","0,0%",86,"0,5112"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,FC,,0,0,12,86,0,"0,014","1,449","7,74",0,"0,005","0,05",0,"0,0%","0,0%",86,"7,4806"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,FC,,0,"0,5",12,86,0,"0,036","3,048","4,08",0,"0,01","0,05",0,"0,0%","0,0%",86,"8,6565"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,FC,,0,1,12,86,"0,001","0,096","1,335","9,01",0,"0,003","0,06",0,"0,0%","0,0%",86,"9,7897"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,FC,,"0,02",0,12,86,0,"0,06","4,19","17,11",0,"0,011","0,13",0,"0,0%","0,0%",86,"13,0288"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,FC,,"0,02","0,5",12,86,0,"0,101","5,863","18,25",0,"0,012","0,15",0,"0,0%","0,0%",86,"18,1437"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,FC,,"0,02",1,12,85,0,"0,27","13,51","31,25",0,"0,021","0,3",0,"0,0%","0,0%",85,"22,5073"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,FC,,"0,04",0,12,86,0,"0,059","3,405","11,28",0,"0,007","0,09",0,"0,0%","0,0%",86,"19,3714"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,FC,,"0,04","0,5",12,77,0,"0,117","4,919","9,05",0,"0,007","0,11",0,"0,0%","0,0%",77,"26,7525"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,FC,,"0,04",1,12,62,"-0,001","0,286","9,908","11,59",0,"0,012","0,18",0,"0,0%","0,0%",62,"34,0523"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,FC,,"0,06",0,12,83,0,"0,082","3,947","9,94",0,"0,007","0,09",0,"0,0%","0,0%",83,"25,254"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,FC,,"0,06","0,5",12,60,"-0,001","0,415","13,639","16,24",0,"0,017","0,24",0,"0,0%","0,0%",60,"35,2417"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,FC,,"0,06",1,12,46,"0,318","-1,45","-17,546","-2,83","0,007","-0,069","-0,07",0,"0,0%","0,0%",46,"46,5425"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,CH4,Urban Peak,,,10,130,0,0,175,0,0,0,1000,0,"0,0%","0,0%",120,"0,175"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,CH4,Urban Off Peak,,,10,130,0,0,175,0,0,0,1000,0,"0,0%","0,0%",120,"0,175"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,CH4,Rural,,,10,130,0,0,80,0,0,0,1000,0,"0,0%","0,0%",120,"0,08"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,CH4,Highway,,,10,130,0,0,70,0,0,0,1000,0,"0,0%","0,0%",120,"0,07"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,NH3,Urban Peak,,,10,130,0,0,"0,003",0,0,0,1,0,"0,0%","0,0%",120,"0,0029"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,NH3,Urban Off Peak,,,10,130,0,0,"0,003",0,0,0,1,0,"0,0%","0,0%",120,"0,0029"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,NH3,Rural,,,10,130,0,0,"0,003",0,0,0,1,0,"0,0%","0,0%",120,"0,0029"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,NH3,Highway,,,10,130,0,0,"0,003",0,0,0,1,0,"0,0%","0,0%",120,"0,0029"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,N2O,Urban Peak,,,10,130,0,0,"0,011",0,0,0,1,0,"0,0%","0,0%",120,"0,011"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,N2O,Urban Off Peak,,,10,130,0,0,"0,011",0,0,0,1,0,"0,0%","0,0%",120,"0,011"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,N2O,Rural,,,10,130,0,0,"0,009",0,0,0,1,0,"0,0%","0,0%",120,"0,009"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro I,,N2O,Highway,,,10,130,0,0,"0,007",0,0,0,1,0,"0,0%","0,0%",120,"0,007"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,CO,,"-0,06",0,12,86,0,"-0,005","0,548","3,99",0,"0,018","0,19",0,"0,0%","0,0%",86,"0,1001"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,CO,,"-0,06","0,5",12,86,0,"-0,014","1,09","3,42",0,"0,021","0,34",0,"0,0%","0,0%",86,"0,1061"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,CO,,"-0,06",1,12,86,0,"-0,018","2,517","1,38","0,001","0,037","0,6",0,"0,0%","0,0%",86,"0,1007"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,CO,,"-0,04",0,12,86,0,"-0,004","0,414","2,54",0,"0,011","0,12",0,"0,0%","0,0%",86,"0,149"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,CO,,"-0,04","0,5",12,86,0,"-0,01","0,771","2,43",0,"0,012","0,23",0,"0,0%","0,0%",86,"0,1255"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,CO,,"-0,04",1,12,86,0,"-0,02","1,295","1,93",0,"0,007","0,4",0,"0,0%","0,0%",86,"0,1466"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,CO,,"-0,02",0,12,86,0,"-0,002","1,046","5,73",0,"0,021","0,25",0,"0,0%","0,0%",86,"0,5662"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,CO,,"-0,02","0,5",12,86,0,"-0,007","0,151","6,1",0,"-0,015","0,35",0,"0,0%","0,0%",86,"0,5428"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,CO,,"-0,02",1,12,86,"0,001","-0,047","1,81","4,43","0,001","-0,025","0,79",0,"0,0%","0,0%",86,"0,5881"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,CO,,0,0,12,86,0,"0,027","3,357","5,69",0,"0,102","0,16",0,"0,0%","0,0%",86,"1,0625"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,CO,,0,"0,5",12,86,"0,001","-0,037","1,177","4,73",0,"-0,01","0,45",0,"0,0%","0,0%",86,"1,4935"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,CO,,0,1,12,86,"0,003","-0,152","2,54","13,39","0,002","-0,081","1,38",0,"0,0%","0,0%",86,"1,6402"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,CO,,"0,02",0,12,86,0,"0,012","1,197","9,98",0,"0,026","0,33",0,"0,0%","0,0%",86,"1,5914"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,CO,,"0,02","0,5",12,86,"0,004","-0,119","0,88","31,11","0,002","-0,091","1,45",0,"0,0%","0,0%",86,"1,8669"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,CO,,"0,02",1,12,86,"0,003","-0,185","5,129","10,82","0,001","-0,065","1,56",0,"0,0%","0,0%",86,"1,9557"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,CO,,"0,04",0,12,86,"0,003","0,425","-1,64","9,45","0,003","0,135","-0,82",0,"0,0%","0,0%",86,"1,6992"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,CO,,"0,04","0,5",12,81,"0,001","-0,084","9,094","4,22",0,"0,009","1,76",0,"0,0%","0,0%",81,"1,6685"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,CO,,"0,04",1,12,66,"0,002","-0,272","14,688","0,06",0,"0,006","2,16",0,"0,0%","0,0%",66,"2,1134"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,CO,,"0,06",0,12,86,"-0,001","0,408","10,469","11,56","0,001","0,17","1,7",0,"0,0%","0,0%",86,"1,4817"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,CO,,"0,06","0,5",12,64,"0,001","-0,04","5,625","3,44",0,"0,015","0,85",0,"0,0%","0,0%",64,"2,1337"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,CO,,"0,06",1,12,49,"0,002","-0,206","8,214","-0,06",0,"-0,006","1,09",0,"0,0%","0,0%",49,"2,8878"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,NOx,,"-0,06",0,12,86,0,"-0,029","3,335","-3,66",0,"0,027","-0,01",0,"0,0%","0,0%",86,"0,2678"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,NOx,,"-0,06","0,5",12,86,0,"-0,004","0,357","2,59",0,"0,003","0,04",0,"0,0%","0,0%",86,"0,2576"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,NOx,,"-0,06",1,12,86,0,"-0,001","1,065","-3,97",0,"0,003","0,03",0,"0,0%","0,0%",86,"0,3314"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,NOx,,"-0,04",0,12,86,"-0,001","0,04","3,29","1,93",0,"0,024","0,05",0,"0,0%","0,0%",86,"0,3978"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,NOx,,"-0,04","0,5",12,86,"-0,001","0,073","6,186","0,53","0,001","0,042","0,14",0,"0,0%","0,0%",86,"0,3185"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,NOx,,"-0,04",1,12,86,"-0,001","0,064","5,871","-3,22","0,001","0,031","0,19",0,"0,0%","0,0%",86,"0,3271"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,NOx,,"-0,02",0,12,86,0,"-0,004","3,12","6,79",0,"0,017","0,1",0,"0,0%","0,0%",86,"2,1218"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,NOx,,"-0,02","0,5",12,86,"-0,001","0,084","6,023",12,0,"0,029","0,23",0,"0,0%","0,0%",86,"1,3206"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,NOx,,"-0,02",1,12,86,"-0,002","0,119","9,88","16,71",0,"0,041","0,4",0,"0,0%","0,0%",86,"1,0691"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,NOx,,0,0,12,86,0,"0,032","2,859","13,45",0,"0,013","0,13",0,"0,0%","0,0%",86,"6,3128"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,NOx,,0,"0,5",12,86,0,"0,077","7,346","26,66",0,"0,025","0,31",0,"0,0%","0,0%",86,"7,0349"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,NOx,,0,1,12,86,"0,013","1,414","4,23","-28,19","0,003","0,067","-0,21",0,"0,0%","0,0%",86,"7,6203"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,NOx,,"0,02",0,12,86,0,"0,224","13,384","41,94",0,"0,042","0,54",0,"0,0%","0,0%",86,"11,0607"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,NOx,,"0,02","0,5",12,86,0,"0,115","6,094","43,96",0,"0,01","0,36",0,"0,0%","0,0%",86,"13,3962"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,NOx,,"0,02",1,12,86,"0,001","0,153","-0,428","-9,2",0,"0,007","-0,07",0,"0,0%","0,0%",86,"15,9944"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,NOx,,"0,04",0,12,86,"0,001","0,533","5,625","22,79",0,"0,038","0,13",0,"0,0%","0,0%",86,"14,6328"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,NOx,,"0,04","0,5",12,81,0,"0,103","1,773","4,16",0,"0,006","0,04",0,"0,0%","0,0%",81,"19,8527"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,NOx,,"0,04",1,12,66,"-0,002","0,167","-0,409","-12,74",0,"0,008","-0,08",0,"0,0%","0,0%",66,"21,7478"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,NOx,,"0,06",0,12,86,"0,009","1,475","0,862","9,84","0,001","0,069","-0,18",0,"0,0%","0,0%",86,"18,1364"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,NOx,,"0,06","0,5",12,64,"-0,002","0,125","-0,379","-9,16",0,"0,006","-0,06",0,"0,0%","0,0%",64,"23,8899"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,NOx,,"0,06",1,12,49,"-0,01","0,59","0,001","-33,59",0,"0,022","-0,15",0,"0,0%","0,0%",49,"30,1997"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,VOC,,"-0,06",0,12,86,0,"-0,002","0,314","2,37",0,"0,026","0,22",0,"0,0%","0,0%",86,"0,0763"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,VOC,,"-0,06","0,5",12,86,0,"-0,003","0,454","3,4",0,"0,039","0,34",0,"0,0%","0,0%",86,"0,0748"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,VOC,,"-0,06",1,12,86,0,"-0,002","0,373","2,8",0,"0,033","0,29",0,"0,0%","0,0%",86,"0,0745"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,VOC,,"-0,04",0,12,86,0,"0,004","-0,18","3,23",0,"-0,012","0,24",0,"0,0%","0,0%",86,"0,0832"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,VOC,,"-0,04","0,5",12,86,0,"-0,003","0,336","2,38",0,"0,024","0,23",0,"0,0%","0,0%",86,"0,0815"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,VOC,,"-0,04",1,12,86,0,"-0,002","0,318","2,26",0,"0,023","0,22",0,"0,0%","0,0%",86,"0,0793"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,VOC,,"-0,02",0,12,86,0,"0,099","1,582","-4,19","0,006","0,153","-0,62",0,"0,0%","0,0%",86,"0,1838"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,VOC,,"-0,02","0,5",12,86,0,"-0,004","0,356","3,19",0,"0,024","0,26",0,"0,0%","0,0%",86,"0,1345"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,VOC,,"-0,02",1,12,86,0,"-0,003","0,364","2,78",0,"0,024","0,24",0,"0,0%","0,0%",86,"0,1142"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,VOC,,0,0,12,86,0,"0,066","1,264","-6,88","0,003","0,121","-0,64",0,"0,0%","0,0%",86,"0,2604"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,VOC,,0,"0,5",12,86,0,"0,072","1,459","-6,92","0,003","0,139","-0,69",0,"0,0%","0,0%",86,"0,2484"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,VOC,,0,1,12,86,0,"0,084","1,66","-7,36","0,003","0,166","-0,82",0,"0,0%","0,0%",86,"0,2473"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,VOC,,"0,02",0,12,86,0,"0,03","0,353","-6,8","0,001","0,037","-0,51",0,"0,0%","0,0%",86,"0,2652"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,VOC,,"0,02","0,5",12,86,0,"0,006","1,088","7,95",0,"0,069","0,56",0,"0,0%","0,0%",86,"0,3264"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,VOC,,"0,02",1,12,86,0,"0,009","1,248","5,01",0,"0,086","0,34",0,"0,0%","0,0%",86,"0,4034"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,VOC,,"0,04",0,12,86,0,0,"3,446",0,"-0,001","0,203","0,15",0,"0,0%","0,0%",86,"0,3322"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,VOC,,"0,04","0,5",12,81,0,"0,017","0,36","4,18",0,"0,045","0,09",0,"0,0%","0,0%",81,"0,4475"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,VOC,,"0,04",1,12,66,0,"0,007","0,644","4,56",0,"0,037","0,36",0,"0,0%","0,0%",66,"0,6261"
Heavy Duty Trucks,Diesel,Rigid 26 - 28 t,Euro II,,VOC,,"0,06",0,12,86,0,"0,001","0,546","5,19",0,"0,03","0,32",0,"0,0%","0,0%",86,"0,4375"
